Scheduling code,Purpose,Subject,Level,Topic,Tutor,Centre,Classroom,Capacity,Date (text),Start Time,Date,Timeslot (+3hr),Video Guides,Address,Subject1,Subject2,Level1,CC Type,Form Question,ConfirmationMsg Template,Form Entry,[Waitlist] Form Entry,,Duplicate class,Remarks,No. Regular S,No. Signups,No. Waitlist Signups,Total Signups,No. Confirmed,Total Signups | Confirmed | Capacity | Waitlist,Confirmed Capacity%,Actual Confirmed,Attendance,Conversion,Form Controls,Form Option to Display
JC - JunCC<>Biology<>JC1<>DNA Structure & Replication<>Melvin<>Bukit Panjang<>BP-1 (JC)<>24<>29 May (Thu)<>5:00 PM,JC - JunCC,Biology,JC1,DNA Structure & Replication,Melvin,Bukit Panjang,BP-1 (JC),24,29 May (Thu),5:00:00 PM,5/29/2025,05:00PM - 08:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,BIO,BIO,J1,CC Type,Biology,Biology - Bukit Panjang - 29 May (Thu) 5PM,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,[Waitlist] [JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang
JC - JunCC<>Math<>JC1<>Summation and Recurrence Relations<>Mandy Ng<>Tan Kah Kee<>TKK-2<>30<>5 Jun (Thu)<>1:30 PM,JC - JunCC,Math,JC1,Summation and Recurrence Relations,Mandy Ng,Tan Kah Kee,TKK-2,30,5 Jun (Thu),1:30:00 PM,6/5/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",MATH,MATH,J1,CC Type,Mathematics,Math - Tan Kah Kee - 5 Jun (Thu) 1PM,[JC1 Math] Summation and Recurrence Relations - 5 Jun (Thu) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 Math] Summation and Recurrence Relations - 5 Jun (Thu) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] Summation and Recurrence Relations - 5 Jun (Thu) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>Math<>JC1<>Summation and Recurrence Relations<>Ming Liang<>Buona Vista<>BV-1 (L3)<>30<>11 Jun (Wed)<>10:00 AM,JC - JunCC,Math,JC1,Summation and Recurrence Relations,Ming Liang,Buona Vista,BV-1 (L3),30,11 Jun (Wed),10:00:00 AM,6/11/2025,10:00AM - 01:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,MATH,MATH,J1,CC Type,Mathematics,Math - Buona Vista - 11 Jun (Wed) 10AM,[JC1 Math] Summation and Recurrence Relations - 11 Jun (Wed) | 10:00AM - 01:00PM | Buona Vista,[Waitlist] [JC1 Math] Summation and Recurrence Relations - 11 Jun (Wed) | 10:00AM - 01:00PM | Buona Vista,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] Summation and Recurrence Relations - 11 Jun (Wed) | 10:00AM - 01:00PM | Buona Vista
JC - JunCC<>Math<>JC1<>Summation and Recurrence Relations<>Mandy Ng<>Tan Kah Kee<>CORO-1<>30<>11 Jun (Wed)<>1:30 PM,JC - JunCC,Math,JC1,Summation and Recurrence Relations,Mandy Ng,Tan Kah Kee,CORO-1,30,11 Jun (Wed),1:30:00 PM,6/11/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",MATH,MATH,J1,CC Type,Mathematics,Math - Tan Kah Kee - 11 Jun (Wed) 1PM,[JC1 Math] Summation and Recurrence Relations - 11 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 Math] Summation and Recurrence Relations - 11 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] Summation and Recurrence Relations - 11 Jun (Wed) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>Math<>JC1<>Summation and Recurrence Relations<>Ming Liang<>Buona Vista<>BV-1 (L3)<>30<>19 Jun (Thu)<>10:00 AM,JC - JunCC,Math,JC1,Summation and Recurrence Relations,Ming Liang,Buona Vista,BV-1 (L3),30,19 Jun (Thu),10:00:00 AM,6/19/2025,10:00AM - 01:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,MATH,MATH,J1,CC Type,Mathematics,Math - Buona Vista - 19 Jun (Thu) 10AM,[JC1 Math] Summation and Recurrence Relations - 19 Jun (Thu) | 10:00AM - 01:00PM | Buona Vista,[Waitlist] [JC1 Math] Summation and Recurrence Relations - 19 Jun (Thu) | 10:00AM - 01:00PM | Buona Vista,,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Math] Summation and Recurrence Relations - 19 Jun (Thu) | 10:00AM - 01:00PM | Buona Vista
JC - JunCC<>Math<>JC1<>Summation and Recurrence Relations<>Mandy Ng<>Potong Pasir<>PP-1 (L1)<>18<>20 Jun (Fri)<>1:30 PM,JC - JunCC,Math,JC1,Summation and Recurrence Relations,Mandy Ng,Potong Pasir,PP-1 (L1),18,20 Jun (Fri),1:30:00 PM,6/20/2025,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,MATH,MATH,J1,CC Type,Mathematics,Math - Potong Pasir - 20 Jun (Fri) 1PM,[JC1 Math] Summation and Recurrence Relations - 20 Jun (Fri) | 01:30PM - 04:30PM | Potong Pasir,[Waitlist] [JC1 Math] Summation and Recurrence Relations - 20 Jun (Fri) | 01:30PM - 04:30PM | Potong Pasir,,0,,,3,0,3,2,3 | 2 | 18 | 0,11.11%,2,0,,Default,[JC1 Math] Summation and Recurrence Relations - 20 Jun (Fri) | 01:30PM - 04:30PM | Potong Pasir
JC - JunCC<>Math<>JC1<>Vectors I<>Chuan Li<>Tampines<>TP-7<>50<>3 Jun (Tue)<>1:30 PM,JC - JunCC,Math,JC1,Vectors I,Chuan Li,Tampines,TP-7,50,3 Jun (Tue),1:30:00 PM,6/3/2025,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,MATH,MATH,J1,CC Type,Mathematics,Math - Tampines - 3 Jun (Tue) 1PM,[JC1 Math] Vectors I - 3 Jun (Tue) | 01:30PM - 04:30PM | Tampines,[Waitlist] [JC1 Math] Vectors I - 3 Jun (Tue) | 01:30PM - 04:30PM | Tampines,,0,,,1,0,1,1,1 | 1 | 50 | 0,2.00%,1,0,,Default,[JC1 Math] Vectors I - 3 Jun (Tue) | 01:30PM - 04:30PM | Tampines
JC - JunCC<>Math<>JC1<>Vectors I<>Wen Qi<>Jurong East (CPF Building)<>JE-1<>30<>4 Jun (Wed)<>10:00 AM,JC - JunCC,Math,JC1,Vectors I,Wen Qi,Jurong East (CPF Building),JE-1,30,4 Jun (Wed),10:00:00 AM,6/4/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,MATH,MATH,J1,CC Type,Mathematics,Math - Jurong East (CPF Building) - 4 Jun (Wed) 10AM,[JC1 Math] Vectors I - 4 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Math] Vectors I - 4 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] Vectors I - 4 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Math<>JC1<>Vectors I<>Kevin Lee (Shine)<>Bishan<>BS-LT<>70<>4 Jun (Wed)<>1:30 PM,JC - JunCC,Math,JC1,Vectors I,Kevin Lee (Shine),Bishan,BS-LT,70,4 Jun (Wed),1:30:00 PM,6/4/2025,01:30PM - 04:30PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,MATH,MATH,J1,CC Type,Mathematics,Math - Bishan - 4 Jun (Wed) 1PM,[JC1 Math] Vectors I - 4 Jun (Wed) | 01:30PM - 04:30PM | Bishan,[Waitlist] [JC1 Math] Vectors I - 4 Jun (Wed) | 01:30PM - 04:30PM | Bishan,,0,,,9,0,9,9,9 | 9 | 70 | 0,12.86%,9,0,,Default,[JC1 Math] Vectors I - 4 Jun (Wed) | 01:30PM - 04:30PM | Bishan
JC - JunCC<>Math<>JC1<>Vectors I<>Ming Liang<>Buona Vista<>BV-1 (L3)<>30<>5 Jun (Thu)<>10:00 AM,JC - JunCC,Math,JC1,Vectors I,Ming Liang,Buona Vista,BV-1 (L3),30,5 Jun (Thu),10:00:00 AM,6/5/2025,10:00AM - 01:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,MATH,MATH,J1,Crashcourse,Mathematics,Math - Buona Vista - 5 Jun (Thu) 10AM,[JC1 Math] Vectors I - 5 Jun (Thu) | 10:00AM - 01:00PM | Buona Vista,[Waitlist] [JC1 Math] Vectors I - 5 Jun (Thu) | 10:00AM - 01:00PM | Buona Vista,,0,,,3,0,3,3,3 | 3 | 30 | 0,10.00%,3,0,,Default,[JC1 Math] Vectors I - 5 Jun (Thu) | 10:00AM - 01:00PM | Buona Vista
JC - JunCC<>Math<>JC1<>Vectors I<>Kai Wen<>Paya Lebar<>KINEX-2<>30<>9 Jun (Mon)<>1:30 PM,JC - JunCC,Math,JC1,Vectors I,Kai Wen,Paya Lebar,KINEX-2,30,9 Jun (Mon),1:30:00 PM,6/9/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,MATH,MATH,J1,Crashcourse,Mathematics,Math - Paya Lebar - 9 Jun (Mon) 1PM,[JC1 Math] Vectors I - 9 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Math] Vectors I - 9 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] Vectors I - 9 Jun (Mon) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Math<>JC1<>Vectors I<>Chuan Li<>Tampines<>TP-7<>50<>9 Jun (Mon)<>1:30 PM,JC - JunCC,Math,JC1,Vectors I,Chuan Li,Tampines,TP-7,50,9 Jun (Mon),1:30:00 PM,6/9/2025,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,MATH,MATH,J1,Crashcourse,Mathematics,Math - Tampines - 9 Jun (Mon) 1PM,[JC1 Math] Vectors I - 9 Jun (Mon) | 01:30PM - 04:30PM | Tampines,[Waitlist] [JC1 Math] Vectors I - 9 Jun (Mon) | 01:30PM - 04:30PM | Tampines,,0,,,3,0,3,3,3 | 3 | 50 | 0,6.00%,3,0,,Default,[JC1 Math] Vectors I - 9 Jun (Mon) | 01:30PM - 04:30PM | Tampines
JC - JunCC<>Math<>JC1<>Vectors I<>Ming Liang<>Buona Vista<>BV-1 (L3)<>30<>10 Jun (Tue)<>1:30 PM,JC - JunCC,Math,JC1,Vectors I,Ming Liang,Buona Vista,BV-1 (L3),30,10 Jun (Tue),1:30:00 PM,6/10/2025,01:30PM - 04:30PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,MATH,MATH,J1,Crashcourse,Mathematics,Math - Buona Vista - 10 Jun (Tue) 1PM,[JC1 Math] Vectors I - 10 Jun (Tue) | 01:30PM - 04:30PM | Buona Vista,[Waitlist] [JC1 Math] Vectors I - 10 Jun (Tue) | 01:30PM - 04:30PM | Buona Vista,,0,,,4,0,4,4,4 | 4 | 30 | 0,13.33%,4,0,,Default,[JC1 Math] Vectors I - 10 Jun (Tue) | 01:30PM - 04:30PM | Buona Vista
JC - JunCC<>Math<>JC1<>Vectors I<>Alicia <>Paya Lebar<>KINEX-2<>30<>10 Jun (Tue)<>1:30 PM,JC - JunCC,Math,JC1,Vectors I,Alicia ,Paya Lebar,KINEX-2,30,10 Jun (Tue),1:30:00 PM,6/10/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,MATH,MATH,J1,Crashcourse,Mathematics,Math - Paya Lebar - 10 Jun (Tue) 1PM,[JC1 Math] Vectors I - 10 Jun (Tue) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Math] Vectors I - 10 Jun (Tue) | 01:30PM - 04:30PM | Paya Lebar,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] Vectors I - 10 Jun (Tue) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Math<>JC1<>Vectors I<>Hui Xuan<>Bukit Panjang<>BP-3 (SS)<>19<>11 Jun (Wed)<>10:00 AM,JC - JunCC,Math,JC1,Vectors I,Hui Xuan,Bukit Panjang,BP-3 (SS),19,11 Jun (Wed),10:00:00 AM,6/11/2025,10:00AM - 01:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,MATH,MATH,J1,Crashcourse,Mathematics,Math - Bukit Panjang - 11 Jun (Wed) 10AM,[JC1 Math] Vectors I - 11 Jun (Wed) | 10:00AM - 01:00PM | Bukit Panjang,[Waitlist] [JC1 Math] Vectors I - 11 Jun (Wed) | 10:00AM - 01:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 19 | 0,0.00%,0,0,,Default,[JC1 Math] Vectors I - 11 Jun (Wed) | 10:00AM - 01:00PM | Bukit Panjang
JC - JunCC<>Math<>JC1<>Vectors I<>Wen Qi<>Jurong East (CPF Building)<>JE-1<>30<>11 Jun (Wed)<>10:00 AM,JC - JunCC,Math,JC1,Vectors I,Wen Qi,Jurong East (CPF Building),JE-1,30,11 Jun (Wed),10:00:00 AM,6/11/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,MATH,MATH,J1,Crashcourse,Mathematics,Math - Jurong East (CPF Building) - 11 Jun (Wed) 10AM,[JC1 Math] Vectors I - 11 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Math] Vectors I - 11 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] Vectors I - 11 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Math<>JC1<>Vectors I<>Hui Xuan<>Potong Pasir<>PP-1 (L1)<>18<>12 Jun (Thu)<>10:00 AM,JC - JunCC,Math,JC1,Vectors I,Hui Xuan,Potong Pasir,PP-1 (L1),18,12 Jun (Thu),10:00:00 AM,6/12/2025,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,MATH,MATH,J1,Crashcourse,Mathematics,Math - Potong Pasir - 12 Jun (Thu) 10AM,[JC1 Math] Vectors I - 12 Jun (Thu) | 10:00AM - 01:00PM | Potong Pasir,[Waitlist] [JC1 Math] Vectors I - 12 Jun (Thu) | 10:00AM - 01:00PM | Potong Pasir,,0,,,7,0,7,5,7 | 5 | 18 | 0,27.78%,5,0,,Default,[JC1 Math] Vectors I - 12 Jun (Thu) | 10:00AM - 01:00PM | Potong Pasir
JC - JunCC<>Math<>JC1<>Vectors I<>Ming Liang<>Buona Vista<>BV-1 (L3)<>30<>13 Jun (Fri)<>10:00 AM,JC - JunCC,Math,JC1,Vectors I,Ming Liang,Buona Vista,BV-1 (L3),30,13 Jun (Fri),10:00:00 AM,6/13/2025,10:00AM - 01:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,MATH,MATH,J1,Crashcourse,Mathematics,Math - Buona Vista - 13 Jun (Fri) 10AM,[JC1 Math] Vectors I - 13 Jun (Fri) | 10:00AM - 01:00PM | Buona Vista,[Waitlist] [JC1 Math] Vectors I - 13 Jun (Fri) | 10:00AM - 01:00PM | Buona Vista,,0,,,1,0,1,0,1 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] Vectors I - 13 Jun (Fri) | 10:00AM - 01:00PM | Buona Vista
JC - JunCC<>Math<>JC1<>Vectors I<>Hui Xuan<>Marymount<>MM-1<>28<>14 Jun (Sat)<>10:00 AM,JC - JunCC,Math,JC1,Vectors I,Hui Xuan,Marymount,MM-1,28,14 Jun (Sat),10:00:00 AM,6/14/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,MATH,MATH,J1,Crashcourse,Mathematics,Math - Marymount - 14 Jun (Sat) 10AM,[JC1 Math] Vectors I - 14 Jun (Sat) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 Math] Vectors I - 14 Jun (Sat) | 10:00AM - 01:00PM | Marymount,,0,,,1,0,1,1,1 | 1 | 28 | 0,3.57%,1,0,,Default,[JC1 Math] Vectors I - 14 Jun (Sat) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>Math<>JC1<>Vectors I<>Chuan Li<>Tampines<>TP-7<>50<>17 Jun (Tue)<>1:30 PM,JC - JunCC,Math,JC1,Vectors I,Chuan Li,Tampines,TP-7,50,17 Jun (Tue),1:30:00 PM,6/17/2025,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,MATH,MATH,J1,Crashcourse,Mathematics,Math - Tampines - 17 Jun (Tue) 1PM,[JC1 Math] Vectors I - 17 Jun (Tue) | 01:30PM - 04:30PM | Tampines,[Waitlist] [JC1 Math] Vectors I - 17 Jun (Tue) | 01:30PM - 04:30PM | Tampines,,0,,,3,0,3,2,3 | 2 | 50 | 0,4.00%,2,0,,Default,[JC1 Math] Vectors I - 17 Jun (Tue) | 01:30PM - 04:30PM | Tampines
JC - JunCC<>Math<>JC1<>Vectors I<>Wen Qi<>Jurong East (CPF Building)<>JE-1<>30<>18 Jun (Wed)<>10:00 AM,JC - JunCC,Math,JC1,Vectors I,Wen Qi,Jurong East (CPF Building),JE-1,30,18 Jun (Wed),10:00:00 AM,6/18/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,MATH,MATH,J1,Crashcourse,Mathematics,Math - Jurong East (CPF Building) - 18 Jun (Wed) 10AM,[JC1 Math] Vectors I - 18 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Math] Vectors I - 18 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] Vectors I - 18 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Math<>JC1<>Vectors Plane<>Wen Qi<>Jurong East (CPF Building)<>JE-1<>30<>3 Jun (Tue)<>10:00 AM,JC - JunCC,Math,JC1,Vectors Plane,Wen Qi,Jurong East (CPF Building),JE-1,30,3 Jun (Tue),10:00:00 AM,6/3/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,MATH,MATH,J1,Crashcourse,Mathematics,Math - Jurong East (CPF Building) - 3 Jun (Tue) 10AM,[JC1 Math] Vectors Plane - 3 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Math] Vectors Plane - 3 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] Vectors Plane - 3 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Math<>JC1<>Vectors Plane<>Wen Qi<>Jurong East (CPF Building)<>JE-1<>30<>5 Jun (Thu)<>10:00 AM,JC - JunCC,Math,JC1,Vectors Plane,Wen Qi,Jurong East (CPF Building),JE-1,30,5 Jun (Thu),10:00:00 AM,6/5/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,MATH,MATH,J1,Crashcourse,Mathematics,Math - Jurong East (CPF Building) - 5 Jun (Thu) 10AM,[JC1 Math] Vectors Plane - 5 Jun (Thu) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Math] Vectors Plane - 5 Jun (Thu) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,5,0,5,5,5 | 5 | 30 | 0,16.67%,5,0,,Default,[JC1 Math] Vectors Plane - 5 Jun (Thu) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Math<>JC1<>Vectors Plane<>Wen Qi<>Jurong East (CPF Building)<>JE-1<>30<>10 Jun (Tue)<>10:00 AM,JC - JunCC,Math,JC1,Vectors Plane,Wen Qi,Jurong East (CPF Building),JE-1,30,10 Jun (Tue),10:00:00 AM,6/10/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,MATH,MATH,J1,Crashcourse,Mathematics,Math - Jurong East (CPF Building) - 10 Jun (Tue) 10AM,[JC1 Math] Vectors Plane - 10 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Math] Vectors Plane - 10 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,2,0,2,2,2 | 2 | 30 | 0,6.67%,2,0,,Default,[JC1 Math] Vectors Plane - 10 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Math<>JC1<>Vectors Plane<>Kai Wen<>Paya Lebar<>KINEX-2<>30<>12 Jun (Thu)<>1:30 PM,JC - JunCC,Math,JC1,Vectors Plane,Kai Wen,Paya Lebar,KINEX-2,30,12 Jun (Thu),1:30:00 PM,6/12/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,MATH,MATH,J1,Crashcourse,Mathematics,Math - Paya Lebar - 12 Jun (Thu) 1PM,[JC1 Math] Vectors Plane - 12 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Math] Vectors Plane - 12 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar,,0,,,3,0,3,3,3 | 3 | 30 | 0,10.00%,3,0,,Default,[JC1 Math] Vectors Plane - 12 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Math<>JC1<>Vectors Plane<>Hui Xuan<>Bukit Panjang<>BP-3 (SS)<>19<>15 Jun (Sun)<>1:00 PM,JC - JunCC,Math,JC1,Vectors Plane,Hui Xuan,Bukit Panjang,BP-3 (SS),19,15 Jun (Sun),1:00:00 PM,6/15/2025,01:00PM - 04:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,MATH,MATH,J1,Crashcourse,Mathematics,Math - Bukit Panjang - 15 Jun (Sun) 1PM,[JC1 Math] Vectors Plane - 15 Jun (Sun) | 01:00PM - 04:00PM | Bukit Panjang,[Waitlist] [JC1 Math] Vectors Plane - 15 Jun (Sun) | 01:00PM - 04:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 19 | 0,0.00%,0,0,,Default,[JC1 Math] Vectors Plane - 15 Jun (Sun) | 01:00PM - 04:00PM | Bukit Panjang
JC - JunCC<>Math<>JC1<>Vectors Plane<>Wen Qi<>Jurong East (CPF Building)<>JE-1<>30<>16 Jun (Mon)<>10:00 AM,JC - JunCC,Math,JC1,Vectors Plane,Wen Qi,Jurong East (CPF Building),JE-1,30,16 Jun (Mon),10:00:00 AM,6/16/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,MATH,MATH,J1,Crashcourse,Mathematics,Math - Jurong East (CPF Building) - 16 Jun (Mon) 10AM,[JC1 Math] Vectors Plane - 16 Jun (Mon) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Math] Vectors Plane - 16 Jun (Mon) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Math] Vectors Plane - 16 Jun (Mon) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Math<>JC1<>Vectors Plane<>Hui Xuan<>Marymount<>MM-2<>27<>17 Jun (Tue)<>1:30 PM,JC - JunCC,Math,JC1,Vectors Plane,Hui Xuan,Marymount,MM-2,27,17 Jun (Tue),1:30:00 PM,6/17/2025,01:30PM - 04:30PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,MATH,MATH,J1,Crashcourse,Mathematics,Math - Marymount - 17 Jun (Tue) 1PM,[JC1 Math] Vectors Plane - 17 Jun (Tue) | 01:30PM - 04:30PM | Marymount,[Waitlist] [JC1 Math] Vectors Plane - 17 Jun (Tue) | 01:30PM - 04:30PM | Marymount,,0,,,3,0,3,3,3 | 3 | 27 | 0,11.11%,3,0,,Default,[JC1 Math] Vectors Plane - 17 Jun (Tue) | 01:30PM - 04:30PM | Marymount
JC - JunCC<>Physics<>JC1<>Circular Motion<>Enzhao<>Bukit Panjang<>BP-1 (JC)<>24<>4 Jun (Wed)<>1:30 PM,JC - JunCC,Physics,JC1,Circular Motion,Enzhao,Bukit Panjang,BP-1 (JC),24,4 Jun (Wed),1:30:00 PM,6/4/2025,01:30PM - 04:30PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Bukit Panjang - 4 Jun (Wed) 1PM,[JC1 Physics] Circular Motion - 4 Jun (Wed) | 01:30PM - 04:30PM | Bukit Panjang,[Waitlist] [JC1 Physics] Circular Motion - 4 Jun (Wed) | 01:30PM - 04:30PM | Bukit Panjang,,0,,,1,0,1,1,1 | 1 | 24 | 0,4.17%,1,0,,Default,[JC1 Physics] Circular Motion - 4 Jun (Wed) | 01:30PM - 04:30PM | Bukit Panjang
JC - JunCC<>Physics<>JC1<>Circular Motion<>Aznikah<>Paya Lebar<>KINEX-2<>30<>5 Jun (Thu)<>10:00 AM,JC - JunCC,Physics,JC1,Circular Motion,Aznikah,Paya Lebar,KINEX-2,30,5 Jun (Thu),10:00:00 AM,6/5/2025,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,PHYS,PHYS,J1,Crashcourse,Physics,Physics - Paya Lebar - 5 Jun (Thu) 10AM,[JC1 Physics] Circular Motion - 5 Jun (Thu) | 10:00AM - 01:00PM | Paya Lebar,[Waitlist] [JC1 Physics] Circular Motion - 5 Jun (Thu) | 10:00AM - 01:00PM | Paya Lebar,,0,,,2,0,2,1,2 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Physics] Circular Motion - 5 Jun (Thu) | 10:00AM - 01:00PM | Paya Lebar
