Scheduling code,Purpose,Subject,Level,Topic,Tutor,Centre,Classeroom,Capacity,Date (text),Start Time,Date,Timeslot (+2hr),Video Guides,Address,Subject1,Subject2,Subject(Display),Level1,CC Type,Form Question,ConfirmationMsg Template,Form Entry,,,Duplicate class,Remarks,No. Regular S,No. Signups,,Total Signups,No. Confirmed,Total Signups | Confirmed | Capacity,Confirmed Capacity%,Actual Confirmed,Attendance,Conversion,Form Controls,Form Option to Display
Sep CC - Sec<>Sec - Eng<>S1<>Personal Recount<>Matthew<>Marine Parade<>MP-5 (Pri)<>9<>06 Sep (Sat)<>11:15:00AM,Sep CC - Sec,Sec - Eng,S1,Personal Recount,Matthew,Marine Parade,MP-5 (Pri),9,06 Sep (Sat),11:15:00 AM,9/6/2025,11:15AM - 01:15PM,https://bit.ly/3B0iImz,80 Marine Parade Road #07-02 (Parkway Parade) S449269,LSEng,SEng,English,S1,Hybrid,S1 English,S1 English - Marine Parade - 06 Sep (Sat) 11:15AM,[S1 English] Marine Parade | 06 Sep (Sat) | 11:15AM - 01:15PM,,,0,,,0,,0,0,0 | 0 | 9,0.00%,0,0,,Default,[S1 English] Marine Parade | 06 Sep (Sat) | 11:15AM - 01:15PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>John<>Buona Vista<>BV-4 (L2)<>22<>10 Sep (Wed)<>10:00 am,Sep CC - Sec,Sec - Eng,S3,Situational Writing,John,Buona Vista,BV-4 (L2),22,10 Sep (Wed),10:00:00 AM,9/10/2025,10:00AM - 12:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SEng,SEng,English,S3,CC,S3 English,S3 English - Buona Vista - 10 Sep (Wed) 10:00AM,[S3 English] Buona Vista | 10 Sep (Wed) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 22,0.00%,0,0,,Default,[S3 English] Buona Vista | 10 Sep (Wed) | 10:00AM - 12:00PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>Matthew<>Marine Parade<>MP-5 (Pri)<>9<>06 Sep (Sat)<>4:15:00PM,Sep CC - Sec,Sec - Eng,S3,Situational Writing,Matthew,Marine Parade,MP-5 (Pri),9,06 Sep (Sat),4:15:00 PM,9/6/2025,04:15PM - 06:15PM,https://bit.ly/3B0iImz,80 Marine Parade Road #07-02 (Parkway Parade) S449269,SEng,SEng,English,S3,Hybrid,S3 English,S3 English - Marine Parade - 06 Sep (Sat) 4:15PM,[S3 English] Marine Parade | 06 Sep (Sat) | 04:15PM - 06:15PM,,,0,,,0,,0,0,0 | 0 | 9,0.00%,0,0,,Default,[S3 English] Marine Parade | 06 Sep (Sat) | 04:15PM - 06:15PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>Matthew<>Marine Parade<>MP-1 (Pri)<>12<>07 Sep (Sun)<>4:15:00PM,Sep CC - Sec,Sec - Eng,S3,Situational Writing,Matthew,Marine Parade,MP-1 (Pri),12,07 Sep (Sun),4:15:00 PM,9/7/2025,04:15PM - 06:15PM,https://bit.ly/3B0iImz,80 Marine Parade Road #07-02 (Parkway Parade) S449269,SEng,SEng,English,S3,Hybrid,S3 English,S3 English - Marine Parade - 07 Sep (Sun) 4:15PM,[S3 English] Marine Parade | 07 Sep (Sun) | 04:15PM - 06:15PM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S3 English] Marine Parade | 07 Sep (Sun) | 04:15PM - 06:15PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>Matthew<>Marine Parade<>MP-5 (Pri)<>9<>11 Sep (Thu)<>7:15:00PM,Sep CC - Sec,Sec - Eng,S3,Situational Writing,Matthew,Marine Parade,MP-5 (Pri),9,11 Sep (Thu),7:15:00 PM,9/11/2025,07:15PM - 09:15PM,https://bit.ly/3B0iImz,80 Marine Parade Road #07-02 (Parkway Parade) S449269,SEng,SEng,English,S3,Hybrid,S3 English,S3 English - Marine Parade - 11 Sep (Thu) 7:15PM,[S3 English] Marine Parade | 11 Sep (Thu) | 07:15PM - 09:15PM,,,0,,,0,,0,0,0 | 0 | 9,0.00%,0,0,,Default,[S3 English] Marine Parade | 11 Sep (Thu) | 07:15PM - 09:15PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>Matthew<>Marine Parade<>MP-5 (Pri)<>9<>12 Sep (Fri)<>5:00:00PM,Sep CC - Sec,Sec - Eng,S3,Situational Writing,Matthew,Marine Parade,MP-5 (Pri),9,12 Sep (Fri),5:00:00 PM,9/12/2025,05:00PM - 07:00PM,https://bit.ly/3B0iImz,80 Marine Parade Road #07-02 (Parkway Parade) S449269,SEng,SEng,English,S3,Hybrid,S3 English,S3 English - Marine Parade - 12 Sep (Fri) 5:00PM,[S3 English] Marine Parade | 12 Sep (Fri) | 05:00PM - 07:00PM,,,0,,,0,,0,0,0 | 0 | 9,0.00%,0,0,,Default,[S3 English] Marine Parade | 12 Sep (Fri) | 05:00PM - 07:00PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>Matthew<>Marine Parade<>MP-5 (Pri)<>9<>13 Sep (Sat)<>4:15:00PM,Sep CC - Sec,Sec - Eng,S3,Situational Writing,Matthew,Marine Parade,MP-5 (Pri),9,13 Sep (Sat),4:15:00 PM,9/13/2025,04:15PM - 06:15PM,https://bit.ly/3B0iImz,80 Marine Parade Road #07-02 (Parkway Parade) S449269,SEng,SEng,English,S3,Hybrid,S3 English,S3 English - Marine Parade - 13 Sep (Sat) 4:15PM,[S3 English] Marine Parade | 13 Sep (Sat) | 04:15PM - 06:15PM,,,0,,,0,,0,0,0 | 0 | 9,0.00%,0,0,,Default,[S3 English] Marine Parade | 13 Sep (Sat) | 04:15PM - 06:15PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>Matthew<>Marine Parade<>MP-1 (Pri)<>12<>14 Sep (Sun)<>4:15:00PM,Sep CC - Sec,Sec - Eng,S3,Situational Writing,Matthew,Marine Parade,MP-1 (Pri),12,14 Sep (Sun),4:15:00 PM,9/14/2025,04:15PM - 06:15PM,https://bit.ly/3B0iImz,80 Marine Parade Road #07-02 (Parkway Parade) S449269,SEng,SEng,English,S3,Hybrid,S3 English,S3 English - Marine Parade - 14 Sep (Sun) 4:15PM,[S3 English] Marine Parade | 14 Sep (Sun) | 04:15PM - 06:15PM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S3 English] Marine Parade | 14 Sep (Sun) | 04:15PM - 06:15PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>Natalie<>Potong Pasir<>PP-7<>16<>08 Sep (Mon)<>10:00 am,Sep CC - Sec,Sec - Eng,S3,Situational Writing,Natalie,Potong Pasir,PP-7,16,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SEng,SEng,English,S3,CC,S3 English,S3 English - Potong Pasir - 08 Sep (Mon) 10:00AM,[S3 English] Potong Pasir | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 16,0.00%,0,0,,Default,[S3 English] Potong Pasir | 08 Sep (Mon) | 10:00AM - 12:00PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>Natalie<>Potong Pasir<>PP-7<>16<>10 Sep (Wed)<>10:00 am,Sep CC - Sec,Sec - Eng,S3,Situational Writing,Natalie,Potong Pasir,PP-7,16,10 Sep (Wed),10:00:00 AM,9/10/2025,10:00AM - 12:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SEng,SEng,English,S3,CC,S3 English,S3 English - Potong Pasir - 10 Sep (Wed) 10:00AM,[S3 English] Potong Pasir | 10 Sep (Wed) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 16,0.00%,0,0,,Default,[S3 English] Potong Pasir | 10 Sep (Wed) | 10:00AM - 12:00PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>Natalie<>Tampines<>TP-2 (main)<>22<>12 Sep (Fri)<>1:00 pm,Sep CC - Sec,Sec - Eng,S3,Situational Writing,Natalie,Tampines,TP-2 (main),22,12 Sep (Fri),1:00:00 PM,9/12/2025,01:00PM - 03:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,SEng,SEng,English,S3,CC,S3 English,S3 English - Tampines - 12 Sep (Fri) 1:00PM,[S3 English] Tampines | 12 Sep (Fri) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 22,0.00%,0,0,,Default,[S3 English] Tampines | 12 Sep (Fri) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec - P Bio<>S3<>Transport in Humans<>Natasha<>Paya Lebar<>KINEX-1<>24<>09 Sep (Tue)<>10:00 am,Sep CC - Sec,Sec - P Bio,S3,Transport in Humans,Natasha,Paya Lebar,KINEX-1,24,09 Sep (Tue),10:00:00 AM,9/9/2025,10:00AM - 12:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,SBio(Pure),SBio,Pure Biology,S3,CC,S3 Biology,S3 Pure Biology - Paya Lebar - 09 Sep (Tue) 10:00AM,[S3 Pure Biology] Paya Lebar | 09 Sep (Tue) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 24,0.00%,0,0,,Default,[S3 Pure Biology] Paya Lebar | 09 Sep (Tue) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - P Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Tan Jia Yi<>Bishan<>BS-5 (Sec)<>18<>09 Sep (Tue)<>1:00 pm",Sep CC - Sec,Sec - P Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Tan Jia Yi,Bishan,BS-5 (Sec),18,09 Sep (Tue),1:00:00 PM,9/9/2025,01:00PM - 03:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SChem(Pure),SChem,Pure Chemistry,S3,CC,S3 Chemistry,S3 Pure Chemistry - Bishan - 09 Sep (Tue) 1:00PM,[S3 Pure Chemistry] Bishan | 09 Sep (Tue) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 Pure Chemistry] Bishan | 09 Sep (Tue) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - P Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Tan Jia Yi<>Bishan<>BS-4 (Pri)<>15<>11 Sep (Thu)<>1:00 pm",Sep CC - Sec,Sec - P Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Tan Jia Yi,Bishan,BS-4 (Pri),15,11 Sep (Thu),1:00:00 PM,9/11/2025,01:00PM - 03:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SChem(Pure),SChem,Pure Chemistry,S3,CC,S3 Chemistry,S3 Pure Chemistry - Bishan - 11 Sep (Thu) 1:00PM,[S3 Pure Chemistry] Bishan | 11 Sep (Thu) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S3 Pure Chemistry] Bishan | 11 Sep (Thu) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - P Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Mel<>Buona Vista<>BV-2 (L3)<>22<>08 Sep (Mon)<>10:00 am",Sep CC - Sec,Sec - P Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Mel,Buona Vista,BV-2 (L3),22,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SChem(Pure),SChem,Pure Chemistry,S3,CC,S3 Chemistry,S3 Pure Chemistry - Buona Vista - 08 Sep (Mon) 10:00AM,[S3 Pure Chemistry] Buona Vista | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 22,0.00%,0,0,,Default,[S3 Pure Chemistry] Buona Vista | 08 Sep (Mon) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - P Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Crystal<>Buona Vista<>BV-6 (L2)<>15<>09 Sep (Tue)<>3:00 pm",Sep CC - Sec,Sec - P Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Crystal,Buona Vista,BV-6 (L2),15,09 Sep (Tue),3:00:00 PM,9/9/2025,03:00PM - 05:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SChem(Pure),SChem,Pure Chemistry,S3,CC,S3 Chemistry,S3 Pure Chemistry - Buona Vista - 09 Sep (Tue) 3:00PM,[S3 Pure Chemistry] Buona Vista | 09 Sep (Tue) | 03:00PM - 05:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S3 Pure Chemistry] Buona Vista | 09 Sep (Tue) | 03:00PM - 05:00PM
"Sep CC - Sec<>Sec - P Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Mel<>Buona Vista<>BV-4 (L2)<>22<>11 Sep (Thu)<>1:00 pm",Sep CC - Sec,Sec - P Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Mel,Buona Vista,BV-4 (L2),22,11 Sep (Thu),1:00:00 PM,9/11/2025,01:00PM - 03:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SChem(Pure),SChem,Pure Chemistry,S3,CC,S3 Chemistry,S3 Pure Chemistry - Buona Vista - 11 Sep (Thu) 1:00PM,[S3 Pure Chemistry] Buona Vista | 11 Sep (Thu) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 22,0.00%,0,0,,Default,[S3 Pure Chemistry] Buona Vista | 11 Sep (Thu) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - P Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Shannon<>Marine Parade<>MP-4 (Pri)<>12<>11 Sep (Thu)<>1:00 pm",Sep CC - Sec,Sec - P Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Shannon,Marine Parade,MP-4 (Pri),12,11 Sep (Thu),1:00:00 PM,9/11/2025,01:00PM - 03:00PM,https://bit.ly/3B0iImz,80 Marine Parade Road #07-02 (Parkway Parade) S449269,SChem(Pure),SChem,Pure Chemistry,S3,CC,S3 Chemistry,S3 Pure Chemistry - Marine Parade - 11 Sep (Thu) 1:00PM,[S3 Pure Chemistry] Marine Parade | 11 Sep (Thu) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S3 Pure Chemistry] Marine Parade | 11 Sep (Thu) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - P Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Nick<>Paya Lebar<>KINEX-1<>24<>08 Sep (Mon)<>10:00 am",Sep CC - Sec,Sec - P Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Nick,Paya Lebar,KINEX-1,24,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,SChem(Pure),SChem,Pure Chemistry,S3,CC,S3 Chemistry,S3 Pure Chemistry - Paya Lebar - 08 Sep (Mon) 10:00AM,[S3 Pure Chemistry] Paya Lebar | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 24,0.00%,0,0,,Default,[S3 Pure Chemistry] Paya Lebar | 08 Sep (Mon) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - P Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Nick<>Potong Pasir<>PP-2 (L1)<>21<>10 Sep (Wed)<>10:00 am",Sep CC - Sec,Sec - P Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Nick,Potong Pasir,PP-2 (L1),21,10 Sep (Wed),10:00:00 AM,9/10/2025,10:00AM - 12:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SChem(Pure),SChem,Pure Chemistry,S3,CC,S3 Chemistry,S3 Pure Chemistry - Potong Pasir - 10 Sep (Wed) 10:00AM,[S3 Pure Chemistry] Potong Pasir | 10 Sep (Wed) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 21,0.00%,0,0,,Default,[S3 Pure Chemistry] Potong Pasir | 10 Sep (Wed) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - P Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Shannon<>Tampines<>TP-2 (main)<>22<>08 Sep (Mon)<>1:00 pm",Sep CC - Sec,Sec - P Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Shannon,Tampines,TP-2 (main),22,08 Sep (Mon),1:00:00 PM,9/8/2025,01:00PM - 03:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,SChem(Pure),SChem,Pure Chemistry,S3,CC,S3 Chemistry,S3 Pure Chemistry - Tampines - 08 Sep (Mon) 1:00PM,[S3 Pure Chemistry] Tampines | 08 Sep (Mon) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 22,0.00%,0,0,,Default,[S3 Pure Chemistry] Tampines | 08 Sep (Mon) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - P Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Shannon<>Tampines<>TP-2 (main)<>22<>09 Sep (Tue)<>10:00 am",Sep CC - Sec,Sec - P Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Shannon,Tampines,TP-2 (main),22,09 Sep (Tue),10:00:00 AM,9/9/2025,10:00AM - 12:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,SChem(Pure),SChem,Pure Chemistry,S3,CC,S3 Chemistry,S3 Pure Chemistry - Tampines - 09 Sep (Tue) 10:00AM,[S3 Pure Chemistry] Tampines | 09 Sep (Tue) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 22,0.00%,0,0,,Default,[S3 Pure Chemistry] Tampines | 09 Sep (Tue) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - P Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Nick<>Tampines<>TP-2 (main)<>22<>11 Sep (Thu)<>1:00 pm",Sep CC - Sec,Sec - P Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Nick,Tampines,TP-2 (main),22,11 Sep (Thu),1:00:00 PM,9/11/2025,01:00PM - 03:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,SChem(Pure),SChem,Pure Chemistry,S3,CC,S3 Chemistry,S3 Pure Chemistry - Tampines - 11 Sep (Thu) 1:00PM,[S3 Pure Chemistry] Tampines | 11 Sep (Thu) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 22,0.00%,0,0,,Default,[S3 Pure Chemistry] Tampines | 11 Sep (Thu) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - P Phy<>S3<>Dynamics, Pressure, Energy<>Jael<>Bishan<>BS-4 (Pri)<>15<>09 Sep (Tue)<>10:00 am",Sep CC - Sec,Sec - P Phy,S3,"Dynamics, Pressure, Energy",Jael,Bishan,BS-4 (Pri),15,09 Sep (Tue),10:00:00 AM,9/9/2025,10:00AM - 12:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SPhy(Pure),SPhy,Pure Physics,S3,CC,S3 Physics,S3 Pure Physics - Bishan - 09 Sep (Tue) 10:00AM,[S3 Pure Physics] Bishan | 09 Sep (Tue) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S3 Pure Physics] Bishan | 09 Sep (Tue) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - P Phy<>S3<>Dynamics, Pressure, Energy<>Jael<>Bishan<>BS-6 (Sec)<>9<>10 Sep (Wed)<>10:00 am",Sep CC - Sec,Sec - P Phy,S3,"Dynamics, Pressure, Energy",Jael,Bishan,BS-6 (Sec),9,10 Sep (Wed),10:00:00 AM,9/10/2025,10:00AM - 12:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SPhy(Pure),SPhy,Pure Physics,S3,CC,S3 Physics,S3 Pure Physics - Bishan - 10 Sep (Wed) 10:00AM,[S3 Pure Physics] Bishan | 10 Sep (Wed) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 9,0.00%,0,0,,Default,[S3 Pure Physics] Bishan | 10 Sep (Wed) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - P Phy<>S3<>Dynamics, Pressure, Energy<>Jael<>Bishan<>BS-5 (Sec)<>18<>11 Sep (Thu)<>10:00 am",Sep CC - Sec,Sec - P Phy,S3,"Dynamics, Pressure, Energy",Jael,Bishan,BS-5 (Sec),18,11 Sep (Thu),10:00:00 AM,9/11/2025,10:00AM - 12:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SPhy(Pure),SPhy,Pure Physics,S3,CC,S3 Physics,S3 Pure Physics - Bishan - 11 Sep (Thu) 10:00AM,[S3 Pure Physics] Bishan | 11 Sep (Thu) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 Pure Physics] Bishan | 11 Sep (Thu) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - P Phy<>S3<>Dynamics, Pressure, Energy<>Jerlyn<>Bukit Panjang<>BP-3 (SS)<>19<>09 Sep (Tue)<>1:00 pm",Sep CC - Sec,Sec - P Phy,S3,"Dynamics, Pressure, Energy",Jerlyn,Bukit Panjang,BP-3 (SS),19,09 Sep (Tue),1:00:00 PM,9/9/2025,01:00PM - 03:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,SPhy(Pure),SPhy,Pure Physics,S3,CC,S3 Physics,S3 Pure Physics - Bukit Panjang - 09 Sep (Tue) 1:00PM,[S3 Pure Physics] Bukit Panjang | 09 Sep (Tue) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 19,0.00%,0,0,,Default,[S3 Pure Physics] Bukit Panjang | 09 Sep (Tue) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - P Phy<>S3<>Dynamics, Pressure, Energy<>Jerlyn<>Buona Vista<>BV-6 (L2)<>15<>10 Sep (Wed)<>1:00 pm",Sep CC - Sec,Sec - P Phy,S3,"Dynamics, Pressure, Energy",Jerlyn,Buona Vista,BV-6 (L2),15,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SPhy(Pure),SPhy,Pure Physics,S3,CC,S3 Physics,S3 Pure Physics - Buona Vista - 10 Sep (Wed) 1:00PM,[S3 Pure Physics] Buona Vista | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S3 Pure Physics] Buona Vista | 10 Sep (Wed) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - P Phy<>S3<>Dynamics, Pressure, Energy<>Jerlyn<>Buona Vista<>BV-6 (L2)<>15<>11 Sep (Thu)<>1:00 pm",Sep CC - Sec,Sec - P Phy,S3,"Dynamics, Pressure, Energy",Jerlyn,Buona Vista,BV-6 (L2),15,11 Sep (Thu),1:00:00 PM,9/11/2025,01:00PM - 03:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SPhy(Pure),SPhy,Pure Physics,S3,CC,S3 Physics,S3 Pure Physics - Buona Vista - 11 Sep (Thu) 1:00PM,[S3 Pure Physics] Buona Vista | 11 Sep (Thu) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S3 Pure Physics] Buona Vista | 11 Sep (Thu) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - P Phy<>S3<>Dynamics, Pressure, Energy<>Nick<>Paya Lebar<>KINEX-1<>24<>08 Sep (Mon)<>1:00 pm",Sep CC - Sec,Sec - P Phy,S3,"Dynamics, Pressure, Energy",Nick,Paya Lebar,KINEX-1,24,08 Sep (Mon),1:00:00 PM,9/8/2025,01:00PM - 03:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,SPhy(Pure),SPhy,Pure Physics,S3,CC,S3 Physics,S3 Pure Physics - Paya Lebar - 08 Sep (Mon) 1:00PM,[S3 Pure Physics] Paya Lebar | 08 Sep (Mon) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 24,0.00%,0,0,,Default,[S3 Pure Physics] Paya Lebar | 08 Sep (Mon) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - P Phy<>S3<>Dynamics, Pressure, Energy<>Nick<>Potong Pasir<>PP-2 (L1)<>21<>10 Sep (Wed)<>1:00 pm",Sep CC - Sec,Sec - P Phy,S3,"Dynamics, Pressure, Energy",Nick,Potong Pasir,PP-2 (L1),21,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SPhy(Pure),SPhy,Pure Physics,S3,CC,S3 Physics,S3 Pure Physics - Potong Pasir - 10 Sep (Wed) 1:00PM,[S3 Pure Physics] Potong Pasir | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 21,0.00%,0,0,,Default,[S3 Pure Physics] Potong Pasir | 10 Sep (Wed) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - P Phy<>S3<>Dynamics, Pressure, Energy<>Jael<>Tampines<>TP-3 (main)<>20<>08 Sep (Mon)<>10:00 am",Sep CC - Sec,Sec - P Phy,S3,"Dynamics, Pressure, Energy",Jael,Tampines,TP-3 (main),20,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,SPhy(Pure),SPhy,Pure Physics,S3,CC,S3 Physics,S3 Pure Physics - Tampines - 08 Sep (Mon) 10:00AM,[S3 Pure Physics] Tampines | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 20,0.00%,0,0,,Default,[S3 Pure Physics] Tampines | 08 Sep (Mon) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - P Phy<>S3<>Dynamics, Pressure, Energy<>Liu Yuan<>Tampines<>TP-2 (main)<>22<>12 Sep (Fri)<>7:00 pm",Sep CC - Sec,Sec - P Phy,S3,"Dynamics, Pressure, Energy",Liu Yuan,Tampines,TP-2 (main),22,12 Sep (Fri),7:00:00 PM,9/12/2025,07:00PM - 09:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,SPhy(Pure),SPhy,Pure Physics,S3,CC,S3 Physics,S3 Pure Physics - Tampines - 12 Sep (Fri) 7:00PM,[S3 Pure Physics] Tampines | 12 Sep (Fri) | 07:00PM - 09:00PM,,,0,,,0,,0,0,0 | 0 | 22,0.00%,0,0,,Default,[S3 Pure Physics] Tampines | 12 Sep (Fri) | 07:00PM - 09:00PM
